,Open,High,Low,Close,Volume
2024-12-05 13:11:55.367900,22000.0,22711.91422754371,19946.48291607183,22108.844784732035,1495327
2024-12-06 13:11:55.367900,20990.12388457173,23126.024543452633,20148.62063445209,22036.07339184123,2067045
2024-12-09 13:11:55.367900,21053.131668539,23625.628835270425,19849.79028019493,21754.787814504423,1897069
2024-12-10 13:11:55.367900,23059.12517141278,23606.680040546067,21216.374346077373,21762.83967015885,1262528
2024-12-11 13:11:55.367900,20725.88859929479,24803.486620597567,20466.21193221107,22396.25187707525,3078272
2024-12-12 13:11:55.367900,23195.912691729587,23195.912691729587,20065.591986691583,22232.991114573622,2492030
2024-12-13 13:11:55.367900,23671.208757335702,24406.029575863377,20118.26342829154,22016.249157852402,2537352
2024-12-16 13:11:55.367900,22196.820796584572,23511.03256196951,19674.22470679459,21560.147330721957,3017183
2024-12-17 13:11:55.367900,20972.680521825198,23658.267311151743,20972.680521825198,21492.12194777801,1758129
2024-12-18 13:11:55.367900,20162.914303346657,22417.402294385905,19520.56455460263,21500.67867522878,1235063
2024-12-19 13:11:55.367900,22807.39356508188,22807.39356508188,20715.22373961432,20953.878100841364,3986684
2024-12-20 13:11:55.367900,20841.423058617394,21114.11483622126,19866.28346263637,20873.188137233577,2365439
2024-12-23 13:11:55.367900,20859.054794996344,21111.235166871462,20612.37807467678,20790.087942509217,2158384
2024-12-24 13:11:55.367900,22626.653176672076,22626.653176672076,19463.04756755022,20790.393740284017,1449346
2024-12-25 13:11:55.367900,21947.550717009748,22823.791051448283,19152.35652074798,20826.991028868306,1472174
2024-12-26 13:11:55.367900,20220.934044387574,21196.21512651428,18491.992191307305,20755.656090251865,2220859
2024-12-27 13:11:55.367900,19974.403910518213,22089.859206216825,19974.403910518213,21002.702560258153,2942074
2024-12-30 13:11:55.367900,19717.274086920166,21503.280815886654,19228.822182992386,21480.514690385186,2804209
2024-12-31 13:11:55.367900,21542.002582239693,22493.479182117833,21173.29879147536,21447.359105703075,1876484
2025-01-01 13:11:55.367900,20640.9467497353,22168.2372874579,19750.44969051361,21240.923408441224,2249661
2025-01-02 13:11:55.367900,21326.333310373717,22272.27625947239,20095.647863454313,21123.412119531196,1760389
2025-01-03 13:11:55.367900,20957.088957599462,21949.032133865894,19393.90371906702,20889.993134771215,2394214
2025-01-06 13:11:55.367900,20877.570051625666,21928.008204231868,19680.373671388155,20499.52120074756,3347549
2025-01-07 13:11:55.367900,20211.88504724477,21957.101826157264,20211.88504724477,20936.180609560135,3047722
2025-01-08 13:11:55.367900,20422.261260287945,22676.666169383283,20422.261260287945,21087.856054175492,1660038
2025-01-09 13:11:55.367900,22338.86635960242,22338.86635960242,19401.178686002684,20848.750520045895,1739025
2025-01-10 13:11:55.367900,19924.048075523613,23149.286048187772,19225.47830798253,20860.95724078564,1593872
2025-01-13 13:11:55.367900,19936.23742224108,22499.883833880845,19936.23742224108,20541.268665697353,3258963
2025-01-14 13:11:55.367900,20728.591555261613,22910.77683689748,19214.060258166563,20827.58394416307,3154422
2025-01-15 13:11:55.367900,21696.10416120837,21696.10416120837,20049.693150242194,20868.325902795226,2333522
2025-01-16 13:11:55.367900,19515.470881641333,21383.465160569707,18795.325736354956,20722.313762763122,2620052
2025-01-17 13:11:55.367900,21664.185205476606,21950.180594622077,19161.117078311865,21070.760680410152,1857836
2025-01-20 13:11:55.367900,21619.28647159562,23007.37513209243,18837.78246140092,20888.453943959295,2416972
2025-01-21 13:11:55.367900,20720.953416405115,22750.76599465772,20720.953416405115,21209.785095311687,2216317
2025-01-22 13:11:55.367900,21454.326020384884,22378.24081424482,20093.2159649194,20995.46621441148,2263280
2025-01-23 13:11:55.367900,18936.860142302765,21498.11022835576,18936.860142302765,21419.669366383372,2919524
2025-01-24 13:11:55.367900,22359.366168792163,22359.366168792163,20135.69189509915,20925.52207520693,2274009
2025-01-27 13:11:55.367900,20701.175490937505,21677.058506680627,18850.128193183915,21026.12546020176,2032338
2025-01-28 13:11:55.367900,20413.566020341947,21096.376121868463,18958.789869821238,20988.713030649706,1833587
2025-01-29 13:11:55.367900,22312.634956492668,22312.634956492668,20904.646533816474,21569.96176106908,2636746
