,Open,High,Low,Close,Volume
2024-12-05 13:11:55.329406,3500.0,3835.2424408573975,3156.8786498488544,3543.558840824674,1879506
2024-12-06 13:11:55.329406,3496.8921987690683,3668.104173418179,3433.4140050965043,3437.543864753829,3798555
2024-12-09 13:11:55.329406,3628.6337807750688,3628.6337807750688,3094.249118210726,3437.699324334129,1266091
2024-12-10 13:11:55.329406,3543.2796775219254,3754.652199508437,3479.073066056964,3496.9087066462903,2857573
2024-12-11 13:11:55.329406,3709.0681249393256,3709.0681249393256,3277.084237564116,3565.2177088292597,2564755
2024-12-12 13:11:55.329406,3555.1495918790715,3979.2393815157743,3180.624332241397,3557.386933571689,2303818
2024-12-13 13:11:55.329406,3717.9469612489615,3968.848230119218,3518.354112110807,3590.7721971085793,1881947
2024-12-16 13:11:55.329406,3697.6455875732413,3927.428480766308,3153.952683856772,3521.6926910326665,3207666
2024-12-17 13:11:55.329406,3748.838529824701,3748.838529824701,3483.6002431515376,3540.894480074326,1378786
2024-12-18 13:11:55.329406,3270.500692036052,3800.7228601485926,3270.500692036052,3578.5175075726015,2878485
2024-12-19 13:11:55.329406,3497.5276712345776,3709.3178026499318,3497.5276712345776,3588.7068874738516,1346695
2024-12-20 13:11:55.329406,3319.825268277242,3683.5958803089648,3319.825268277242,3529.6411109245687,2580162
2024-12-23 13:11:55.329406,3562.2282848862346,3562.2282848862346,3222.379712958569,3405.0526656462944,2570336
2024-12-24 13:11:55.329406,3414.238550856698,3525.1170779229947,3128.2679204638857,3370.406788693914,2418009
2024-12-25 13:11:55.329406,3287.8070803394953,3518.006301926622,3198.2743593135897,3460.7714224272604,3418552
2024-12-26 13:11:55.329406,3440.5209336007156,3704.2432073576115,3131.01050191653,3475.4443202519333,2452339
2024-12-27 13:11:55.329406,3609.5494928930584,3647.3843996602245,3402.842732769643,3516.1612486037525,2373665
2024-12-30 13:11:55.329406,3270.314028555411,3621.232390665718,3270.314028555411,3518.5359503929126,1452543
2024-12-31 13:11:55.329406,3673.7191279760077,3885.502398320734,3607.4418327978387,3611.7628447532034,2316813
2025-01-01 13:11:55.329406,3738.720416957305,3775.041501101624,3554.683085776109,3704.7495305178672,2438313
2025-01-02 13:11:55.329406,4046.989105201565,4094.0844755859625,3685.9231227128166,3705.5068775909253,1790571
2025-01-03 13:11:55.329406,3698.8895368046747,4222.838938051361,3373.680177009168,3766.4155510344376,3129597
2025-01-06 13:11:55.329406,3927.0835705550926,3927.0835705550926,3466.9093639925027,3669.2426592253,2946316
2025-01-07 13:11:55.329406,3758.1189236561136,3985.34137004819,3432.7429390841407,3689.6338198241433,2398854
2025-01-08 13:11:55.329406,3840.8088497070303,3899.516378696552,3632.7006890676867,3670.8873335927565,1750003
2025-01-09 13:11:55.329406,3759.9805947642376,3919.757831128125,3549.666363413423,3668.15915150106,1472379
2025-01-10 13:11:55.329406,3851.2682551870234,3866.6035069069203,3652.9118566293187,3664.394967336861,2021957
2025-01-13 13:11:55.329406,3577.581133518735,3717.8407698703504,3551.903816493424,3685.0679079117,2528226
2025-01-14 13:11:55.329406,3671.6344694976665,3968.348356409634,3525.6975968927172,3680.3533908974623,1940506
2025-01-15 13:11:55.329406,3910.5587976493784,3910.5587976493784,3555.2340449726485,3584.7624669774987,2891303
2025-01-16 13:11:55.329406,3719.725796445419,3912.1801187189512,3483.0552544267953,3616.424549193559,2625546
2025-01-17 13:11:55.329406,3475.980424629178,4102.805311372651,3393.8798706959856,3760.4837670377433,4254986
2025-01-20 13:11:55.329406,3624.688664127525,4129.442553044923,3624.688664127525,3752.733337630034,1288477
2025-01-21 13:11:55.329406,3988.381503437267,4117.457514353376,3476.690570286023,3723.1919847034123,1525496
2025-01-22 13:11:55.329406,3497.1822068042056,3835.540224277674,3246.8258696846765,3617.862398826393,3456495
2025-01-23 13:11:55.329406,3642.5930890614954,3880.2673707742665,3309.764596597368,3671.851739285269,3078537
2025-01-24 13:11:55.329406,3644.7944553641964,3927.69752927263,3499.3261758621084,3680.4497355007893,2348859
2025-01-27 13:11:55.329406,3798.9214970391604,3798.9214970391604,3666.534765572259,3712.466381918168,2425843
2025-01-28 13:11:55.329406,3560.4736274729567,3792.944750578813,3560.4736274729567,3703.412915924513,1544605
2025-01-29 13:11:55.329406,3811.526268476939,4095.423888009982,3734.5787384115283,3745.9978487438507,2132482
2025-01-30 13:11:55.329406,3649.469448554132,4113.0022725392455,3649.469448554132,3798.243461004659,1727184
2025-01-31 13:11:55.329406,3361.8980552810845,4130.971573763341,3361.8980552810845,3800.509810174842,1455899
2025-02-03 13:11:55.329406,3769.0249355022743,3939.8289357387625,3473.4601323814986,3806.5373980679074,2002539
2025-02-04 13:11:55.329406,3835.031183626823,3835.031183626823,3395.6863208280074,3760.780510867687,2831038
2025-02-05 13:11:55.329406,3972.9978187586025,3972.9978187586025,3482.9455838701006,3681.611847579025,3491505
2025-02-06 13:11:55.329406,3818.757316515954,3916.8049788328517,3250.7365542046605,3652.5339242555074,2485664
2025-02-07 13:11:55.329406,3641.695215109856,3767.678053290746,3516.768679277563,3659.6888197147637,2028234
2025-02-10 13:11:55.329406,3536.2280851056826,4072.810093702988,3536.2280851056826,3736.0953408069004,3075098
2025-02-11 13:11:55.329406,3537.3737089841384,3964.02354981924,3537.3737089841384,3763.2691500356646,2446156
2025-02-12 13:11:55.329406,3804.433719721288,3940.4149603575884,3585.307295790615,3804.7563108372324,2651013
2025-02-13 13:11:55.329406,3909.998588356121,4096.935490438199,3484.207998516878,3849.4229174065704,1731845
2025-02-14 13:11:55.329406,3787.3583739763717,4127.652762996242,3623.0065639459976,3859.5385304969154,2199718
2025-02-17 13:11:55.329406,3826.5359652413194,3950.5550666893223,3550.108301143968,3924.12635641534,3076795
2025-02-18 13:11:55.329406,3927.4411885467607,4282.113796828483,3877.5297944931453,3901.2897182545225,1636862
2025-02-19 13:11:55.329406,4014.517031350053,4218.054886353553,3753.617329191243,3922.0606531946505,1813252
2025-02-20 13:11:55.329406,3883.541106796228,4284.477421231244,3883.541106796228,3916.0271159293993,1487268
2025-02-21 13:11:55.329406,4004.0662833081,4339.707587112367,3832.8012974594944,3925.011115096533,1607473
2025-02-24 13:11:55.329406,4120.395481593746,4120.395481593746,3985.184728946107,4006.8948852804247,1930953
2025-02-25 13:11:55.329406,3786.4331697750094,4404.345298290316,3636.6395729931583,4064.5908616432416,2593261
2025-02-26 13:11:55.329406,3705.744679409657,4484.5336266334425,3705.744679409657,4155.764766369551,2588226
2025-02-27 13:11:55.329406,4627.846453470159,4627.846453470159,4014.5951972189087,4027.294615727193,3448748
2025-02-28 13:11:55.329406,4478.271567859457,4478.271567859457,3819.6794678020397,4021.308343003368,2161068
2025-03-03 13:11:55.329406,4260.857969081637,4260.857969081637,3992.5670084848234,3998.656042321529,1996176
2025-03-04 13:11:55.329406,3872.122466398726,3982.3327129534396,3715.795469695055,3944.0981580622606,3080957
2025-03-05 13:11:55.329406,3887.3601824576367,4175.72034450678,3887.3601824576367,4044.7990656873963,3349651
2025-03-06 13:11:55.329406,4278.091486967992,4278.091486967992,3773.1818176487777,4021.7160840862803,1612135
2025-03-07 13:11:55.329406,3850.2010538438135,4160.862102178387,3834.3008126563072,3950.3943758291944,2254442
2025-03-10 13:11:55.329406,4412.503871827433,4412.503871827433,3630.9532791308798,3970.3763621876265,1774900
