,Open,High,Low,Close,Volume
2024-12-05 13:11:55.400443,3200.0,3409.1728421796897,3118.3178306438112,3210.3486862264645,2812054
2024-12-06 13:11:55.400443,3191.1653738685345,3450.006109654611,3048.1720858897656,3253.4901920103985,2756276
2024-12-09 13:11:55.400443,3283.5110830664908,3334.689235640158,2928.7770352532734,3270.6517588083393,3280055
2024-12-10 13:11:55.400443,3203.290452978988,3368.480548476811,3148.7812236107193,3266.894439593184,2864563
2024-12-11 13:11:55.400443,3041.4839910150095,3594.263035214102,3041.4839910150095,3256.3820030546226,2388588
2024-12-12 13:11:55.400443,3207.581341842783,3264.6204129998564,2952.956631988909,3230.258375284584,2767390
2024-12-13 13:11:55.400443,3255.0785610219605,3434.0517239209153,3051.340204479423,3214.1618501599723,2988793
2024-12-16 13:11:55.400443,3102.6334531337843,3370.544327724434,3102.6334531337843,3174.3851515584815,3317902
2024-12-17 13:11:55.400443,3044.4535022563055,3419.044606859114,3044.4535022563055,3197.163096301665,2723449
2024-12-18 13:11:55.400443,3144.129594995867,3552.136810993113,2979.343454859852,3215.187746159351,2798232
2024-12-19 13:11:55.400443,3407.898689613451,3522.221713296821,2999.365923693301,3309.961638855556,5258814
2024-12-20 13:11:55.400443,3264.977874147275,3626.086488051479,3044.1915864318566,3341.253673028642,2569296
2024-12-23 13:11:55.400443,3325.5881150979235,3740.6097652763106,3059.2293715184423,3408.291780099421,4791672
2024-12-24 13:11:55.400443,3541.848239790578,3684.48021806654,3115.439869631169,3379.0497514346525,2141298
2024-12-25 13:11:55.400443,3344.365720553233,3505.4107756845005,3198.7910879191527,3295.934258788169,5454338
2024-12-26 13:11:55.400443,3561.54379935269,3561.54379935269,2857.5340291702737,3198.017123928206,4717430
2024-12-27 13:11:55.400443,3318.541663157471,3370.6843224811682,2954.5198576776347,3207.760304756158,3235510
2024-12-30 13:11:55.400443,3213.6879245686005,3516.872002582242,2856.286605457577,3178.454764464062,2740721
2024-12-31 13:11:55.400443,3367.2917403974434,3367.2917403974434,2867.2714811101273,3193.006365421614,2500869
2025-01-01 13:11:55.400443,3081.7128043016987,3242.967700622335,3081.7128043016987,3129.4535831381286,3509984
2025-01-02 13:11:55.400443,3363.4167886252785,3363.4167886252785,2982.621254722911,3111.782904382473,2068922
2025-01-03 13:11:55.400443,3156.640912079699,3378.8503485246547,3032.760485027538,3155.9690746305964,2975911
2025-01-06 13:11:55.400443,3450.9337474137856,3450.9337474137856,3110.101913379678,3168.980712723647,2980771
2025-01-07 13:11:55.400443,3049.794758260217,3400.511741221145,3049.794758260217,3262.7429751763707,5795666
2025-01-08 13:11:55.400443,3292.1788088919493,3496.9874161117796,3077.02236123984,3261.518107114366,2275448
2025-01-09 13:11:55.400443,3137.8334632835163,3406.607774448426,3137.8334632835163,3285.5804284229366,2612111
2025-01-10 13:11:55.400443,3422.6902239352244,3422.6902239352244,3035.688007477696,3273.902182215872,2732341
2025-01-13 13:11:55.400443,3521.729162128478,3521.729162128478,3123.7025086760627,3265.812578717083,2983666
2025-01-14 13:11:55.400443,3428.9610037496677,3428.9610037496677,3174.86524000371,3287.5916045355893,2789466
2025-01-15 13:11:55.400443,3266.471636816652,3567.752029880153,2961.0005293213076,3290.636099456275,2592204
2025-01-16 13:11:55.400443,3142.7544632339172,3535.1942266706965,3008.9896431790385,3334.3938785269715,3943522
2025-01-17 13:11:55.400443,3284.3976850594063,3572.480381762234,3265.1835182666837,3386.5715229234943,2513538
2025-01-20 13:11:55.400443,3326.133482963866,3682.359008621431,3203.753678831303,3346.7931556008116,3898771
2025-01-21 13:11:55.400443,3152.2709304272234,3366.331092656346,3133.269558991003,3362.339964720428,2654180
2025-01-22 13:11:55.400443,3437.374950203115,3627.2824912588176,3230.40631964882,3343.244659260291,1987461
2025-01-23 13:11:55.400443,3169.9284554941664,3537.380213192269,3067.692830901583,3314.398254593497,2448868
2025-01-24 13:11:55.400443,3365.5969145538725,3610.5454796438876,3086.4706535058917,3361.561027491113,3795511
2025-01-27 13:11:55.400443,3417.570362811401,3471.361549101072,3146.2109530612347,3381.923391998533,3196258
2025-01-28 13:11:55.400443,3448.9566352949646,3641.0856426471896,3046.9270944183763,3348.304662847684,3705316
2025-01-29 13:11:55.400443,3206.4940494098278,3599.2122862456085,3206.4940494098278,3391.7630484079637,4075090
2025-01-30 13:11:55.400443,3384.101959552421,3451.12001723776,3057.585977247279,3379.8801918854765,2565155
2025-01-31 13:11:55.400443,3394.625321714855,3822.82787241577,3124.0140455343926,3453.5217531296425,5052864
2025-02-03 13:11:55.400443,3883.4397668596275,3883.4397668596275,3395.210652647713,3411.7728386658478,2638533
2025-02-04 13:11:55.400443,3400.6879210858174,3689.8295186831374,3292.6457200542673,3383.610916709262,2594238
2025-02-05 13:11:55.400443,3417.268610128511,3438.876539827316,3200.591185866948,3296.831612309961,4300767
2025-02-06 13:11:55.400443,3222.4446543770796,3535.473027838868,3222.4446543770796,3263.2983414542105,3564807
2025-02-07 13:11:55.400443,3155.1514347126617,3658.440933612499,3155.1514347126617,3305.661046960318,3635117
2025-02-10 13:11:55.400443,3350.308387121946,3350.308387121946,2893.097810336835,3241.805592733887,4002669
2025-02-11 13:11:55.400443,3153.4248643868673,3293.672015901806,3052.9744464040355,3210.518648024438,2617291
2025-02-12 13:11:55.400443,3388.089794446388,3592.4896756575245,3138.4571903641436,3290.6609216025017,3422787
2025-02-13 13:11:55.400443,2958.5503658174275,3624.023119528392,2958.5503658174275,3299.8969502444197,2574732
2025-02-14 13:11:55.400443,3114.4057938141336,3370.156273304299,2917.178035599188,3267.191553586786,2641135
2025-02-17 13:11:55.400443,3400.758315396784,3478.8370506182964,2978.3330655993764,3317.9526267744186,3660955
2025-02-18 13:11:55.400443,3257.0698677444852,3388.284912541581,3257.0698677444852,3355.1371840574943,3045591
2025-02-19 13:11:55.400443,3404.599292786345,3414.918787303365,3335.7508907939964,3410.481031775681,4627632
2025-02-20 13:11:55.400443,3229.904289907227,3783.718823630957,3229.904289907227,3485.0247292688086,3761505
2025-02-21 13:11:55.400443,3510.2658251704684,3781.5321229141136,3510.2658251704684,3526.1791261668977,2823985
2025-02-24 13:11:55.400443,3506.0527302952673,3625.8505657686683,3354.9223826398165,3506.313477767536,2244383
2025-02-25 13:11:55.400443,3528.2331231307744,3716.0240753381645,3344.5343975722008,3555.540166052726,3775943
