,Open,High,Low,Close,Volume
2024-12-05 13:11:55.300025,14000.0,14731.788337792532,12547.999808090763,14194.647941251651,1884074
2024-12-06 13:11:55.300025,15349.93151526573,15487.073654523329,13635.60857051522,14375.12903399865,1178903
2024-12-09 13:11:55.300025,13507.42260073491,14722.493528166935,13507.42260073491,14404.591988052307,884273
2024-12-10 13:11:55.300025,14346.707041451298,15286.669531016993,13754.053819372939,14215.496582702222,1934548
2024-12-11 13:11:55.300025,13786.283751562129,15670.847457950831,12770.900775377599,14118.014894497048,1570018
2024-12-12 13:11:55.300025,14382.493064081411,15337.152854119275,12743.734354051814,13674.894651561317,2076374
2024-12-13 13:11:55.300025,12742.686836861645,13086.822001277264,11471.15636587219,12833.433969473035,3792814
2024-12-16 13:11:55.300025,13814.71766819929,13814.71766819929,11372.054380737016,12511.254748891814,1369439
2024-12-17 13:11:55.300025,13411.888473251303,13411.888473251303,11862.569556966882,12472.061958385133,1495631
2024-12-18 13:11:55.300025,12878.928504162242,13918.056072360985,11584.670259922894,12504.43515832997,1433093
2024-12-19 13:11:55.300025,12763.650723347835,13280.45629365298,12111.217668331848,12356.018930843307,1752588
2024-12-20 13:11:55.300025,11925.10136869326,13881.56488935393,10600.46803879238,12286.70583215899,1095865
2024-12-23 13:11:55.300025,11520.945480154001,13296.042488043915,11427.298125246425,12221.121911084889,974813
2024-12-24 13:11:55.300025,12346.013936796999,13682.074006926157,10893.100910636693,12224.637205454206,1067797
2024-12-25 13:11:55.300025,11639.643477920139,13350.15461489479,11639.643477920139,12387.30895785966,1538632
2024-12-26 13:11:55.300025,11506.907175454007,12835.970015249695,11506.907175454007,12477.834121138545,1080561
2024-12-27 13:11:55.300025,11479.097226500786,13816.817588138263,11479.097226500786,12596.224143738698,1474952
2024-12-30 13:11:55.300025,11971.067036642347,13594.021954179356,11938.82848730324,12418.980586084568,1222082
2024-12-31 13:11:55.300025,12694.31666905164,13497.088471833154,11279.62185069413,12535.942252328652,1767830
2025-01-01 13:11:55.300025,13089.490614905313,13659.533326999055,11119.235829970836,12700.272132877542,1413586
2025-01-02 13:11:55.300025,12892.023298965236,13483.8931962302,11500.23276479517,12891.635160568288,1921236
2025-01-03 13:11:55.300025,14208.666352408949,14208.666352408949,11509.732165376776,12706.787596826956,1863534
2025-01-06 13:11:55.300025,12130.326212387252,13640.505873397196,11769.460093135236,12703.516815125859,904250
2025-01-07 13:11:55.300025,13879.686694557993,13879.686694557993,11196.654761575683,12808.818836268018,1521261
2025-01-08 13:11:55.300025,12960.13806973233,14007.88295056975,12755.571827737604,12867.02393488538,1534658
2025-01-09 13:11:55.300025,12146.588111901114,13701.646435977755,12146.588111901114,12712.53324427071,1893785
2025-01-10 13:11:55.300025,12289.026680003315,13331.66915760775,12180.569522134618,12515.385523182362,1626857
2025-01-13 13:11:55.300025,12882.433836341377,13147.657406685681,12004.450982443735,12571.262096985824,1172783
2025-01-14 13:11:55.300025,13661.525948322465,13661.525948322465,10994.886602095457,12406.821896533109,1298434
2025-01-15 13:11:55.300025,12435.718048383604,13023.78745565464,10919.772528691266,12119.854075300078,1864737
2025-01-16 13:11:55.300025,11994.148617779272,12357.458122182123,11237.828792934766,12295.770822588871,1164877
2025-01-17 13:11:55.300025,13077.96610212282,13077.96610212282,12303.151961122743,12337.513184393445,1502787
2025-01-20 13:11:55.300025,12883.08720512469,12883.08720512469,11511.347766952907,12008.324653584332,2301949
2025-01-21 13:11:55.300025,12035.040083950571,13814.35878791598,10789.165736772435,12211.32411098899,1808351
2025-01-22 13:11:55.300025,12299.359068716081,12299.359068716081,10917.8116663131,11819.693920752141,1907330
2025-01-23 13:11:55.300025,10759.16197915327,13262.06321192908,10759.16197915327,11961.418828913105,1727937
2025-01-24 13:11:55.300025,12202.713865703077,12202.713865703077,11250.290807248217,11419.3202579006,1904331
2025-01-27 13:11:55.300025,12296.062998767326,12296.062998767326,9988.63845572623,11298.537365389137,1339948
2025-01-28 13:11:55.300025,10213.899411682329,12754.592323626206,9781.871831037442,11275.29130898202,1212563
2025-01-29 13:11:55.300025,11293.365896760044,12805.916813818381,11014.17423192347,11295.635311468037,1035164
2025-01-30 13:11:55.300025,11742.796060888279,11940.653046998332,9881.052938962508,11075.321575247226,2088178
2025-01-31 13:11:55.300025,11119.137230254782,11119.137230254782,10711.697873509538,10973.373534578024,1260774
2025-02-03 13:11:55.300025,11277.728733806072,12191.63883029796,10872.408482747222,11050.853941919568,1529667
2025-02-04 13:11:55.300025,11566.365188964004,11566.365188964004,10935.026817703538,11023.431610347998,984802
2025-02-05 13:11:55.300025,10314.662448633368,12869.151440694082,10314.662448633368,11475.095957970841,3034071
2025-02-06 13:11:55.300025,11075.040198492514,12455.763574435154,11075.040198492514,11704.119697955497,1686166
2025-02-07 13:11:55.300025,12768.030984231467,12768.030984231467,10097.40431513897,11707.231352605642,1127924
2025-02-10 13:11:55.300025,10957.421045065254,13635.572230197104,10957.421045065254,12027.498865247466,1762461
2025-02-11 13:11:55.300025,11194.89021440275,13122.8485188366,10521.468627284681,12055.583702710508,1239591
2025-02-12 13:11:55.300025,11314.551593216242,13563.456440043898,11314.551593216242,12208.11297231,1364382
2025-02-13 13:11:55.300025,11224.936452290372,12659.490929794374,10922.79735164865,11864.780923789325,2183334
2025-02-14 13:11:55.300025,11936.699903309162,12672.271610991116,11182.80468618919,11962.493972311968,1710581
2025-02-17 13:11:55.300025,11539.228771649146,13001.363698218662,10551.034550001415,11997.098446043048,1080521
2025-02-18 13:11:55.300025,11560.79746973015,13249.951306608427,10458.831429991831,12057.752109210038,1285509
2025-02-19 13:11:55.300025,11914.720975943748,12790.885703642614,11616.657306774845,12249.935401762988,1732353
2025-02-20 13:11:55.300025,11807.271119328678,12918.712186178276,11807.271119328678,12539.073528311921,2374680
2025-02-21 13:11:55.300025,12320.686628729462,14304.174060251535,11542.796223436373,12631.146648405538,1606257
